maker-scf7180006952079-snap-gene-0.26-mRNA-1	3.52e-82	250
maker-scf7180006952566-snap-gene-0.22-mRNA-1	1.15e-68	228
maker-scf7180006952568-snap-gene-0.48-mRNA-1	1.22e-52	188
maker-scf7180006952601-snap-gene-0.38-mRNA-1	1.74e-92	298
maker-scf7180006952609-snap-gene-0.52-mRNA-1	2.56e-154	454
maker-scf7180006952735-snap-gene-0.73-mRNA-1	3.08e-41	157
maker-scf7180006952862-augustus-gene-0.7-mRNA-1	9.73e-68	221
maker-scf7180006952878-snap-gene-0.90-mRNA-1	2.74e-130	385
maker-scf7180006952878-snap-gene-0.91-mRNA-1	2.25e-119	362
maker-scf7180006952885-snap-gene-0.51-mRNA-1	3.56e-123	387
maker-scf7180006953028-snap-gene-0.159-mRNA-1	5.76e-48	177
maker-scf7180006953179-snap-gene-0.42-mRNA-1	1.70e-125	388
maker-scf7180006953212-snap-gene-0.34-mRNA-1	6.38e-139	423
maker-scf7180006953238-snap-gene-0.67-mRNA-1	3.70e-184	528
maker-scf7180006953355-snap-gene-0.59-mRNA-1	2.98e-95	310
maker-scf7180006953359-snap-gene-0.98-mRNA-1	1.83e-86	276
snap_masked-scf7180006947291-processed-gene-0.4-mRNA-1	2.27e-18	92.8
snap_masked-scf7180006947467-processed-gene-0.10-mRNA-1	2.29e-146	434
snap_masked-scf7180006947467-processed-gene-0.11-mRNA-1	2.84e-141	419
snap_masked-scf7180006947542-processed-gene-0.1-mRNA-1	7.45e-08	59.7
snap_masked-scf7180006947596-processed-gene-0.3-mRNA-1	1.07e-60	219
snap_masked-scf7180006947596-processed-gene-0.7-mRNA-1	7.19e-09	57.4
snap_masked-scf7180006947596-processed-gene-0.8-mRNA-1	1.01e-27	112
snap_masked-scf7180006947785-processed-gene-0.4-mRNA-1	2.08e-15	76.6
snap_masked-scf7180006947785-processed-gene-0.6-mRNA-1	8.85e-33	126
snap_masked-scf7180006947916-processed-gene-0.1-mRNA-1	2.00e-99	310
snap_masked-scf7180006948218-processed-gene-0.4-mRNA-1	1.68e-50	177
snap_masked-scf7180006948427-processed-gene-0.1-mRNA-1	1.28e-17	77.4
snap_masked-scf7180006948555-processed-gene-0.24-mRNA-1	1.46e-64	219
snap_masked-scf7180006948596-processed-gene-0.3-mRNA-1	2.83e-14	79.3
snap_masked-scf7180006948867-processed-gene-0.1-mRNA-1	4.52e-11	63.5
snap_masked-scf7180006949080-processed-gene-0.1-mRNA-1	8.36e-41	149
snap_masked-scf7180006949080-processed-gene-0.2-mRNA-1	4.59e-40	145
snap_masked-scf7180006949101-processed-gene-0.1-mRNA-1	4.94e-41	152
snap_masked-scf7180006949437-processed-gene-0.1-mRNA-1	3.38e-44	147
snap_masked-scf7180006950266-processed-gene-0.8-mRNA-1	4.38e-24	99.8
snap_masked-scf7180006950288-processed-gene-0.7-mRNA-1	2.76e-04	48.9
snap_masked-scf7180006950328-processed-gene-0.19-mRNA-1	2.37e-109	338
snap_masked-scf7180006950335-processed-gene-0.4-mRNA-1	1.87e-64	198
snap_masked-scf7180006950392-processed-gene-0.2-mRNA-1	9.98e-116	353
snap_masked-scf7180006950728-processed-gene-0.8-mRNA-1	6.57e-44	147
snap_masked-scf7180006950810-processed-gene-0.7-mRNA-1	1.09e-47	159
snap_masked-scf7180006951049-processed-gene-0.2-mRNA-1	7.63e-52	182
snap_masked-scf7180006951295-processed-gene-0.1-mRNA-1	1.02e-45	154
snap_masked-scf7180006951314-processed-gene-0.5-mRNA-1	1.22e-04	48.9
snap_masked-scf7180006951380-processed-gene-0.12-mRNA-1	2.48e-33	132
snap_masked-scf7180006951977-processed-gene-0.9-mRNA-1	3.20e-05	47.0
snap_masked-scf7180006952033-processed-gene-0.2-mRNA-1	3.46e-18	90.1
snap_masked-scf7180006952237-processed-gene-0.1-mRNA-1	7.75e-37	129
snap_masked-scf7180006952484-processed-gene-0.9-mRNA-1	1.06e-123	384
snap_masked-scf7180006952645-processed-gene-0.5-mRNA-1	8.41e-07	54.7
snap_masked-scf7180006952792-processed-gene-0.16-mRNA-1	2.95e-29	110
snap_masked-scf7180006952808-processed-gene-0.16-mRNA-1	4.38e-32	137
snap_masked-scf7180006952857-processed-gene-0.1-mRNA-1	1.95e-04	45.1
snap_masked-scf7180006953275-processed-gene-0.4-mRNA-1	6.58e-18	81.6
snap_masked-scf7180006953277-processed-gene-0.9-mRNA-1	1.74e-22	107
snap_masked-scf7180006953309-processed-gene-0.9-mRNA-1	3.09e-192	546
snap_masked-scf7180006953351-processed-gene-0.14-mRNA-1	8.21e-19	92.8
snap_masked-scf7180006953457-processed-gene-0.14-mRNA-1	4.12e-04	47.0
GW921790.1.p1	1.45e-66	212
GW922465.1.p1	1.43e-135	404
TRINITY_DN14495_c0_g1_i7.p1	1.37e-19	99.0
TRINITY_DN278_c0_g1_i12.p1	2.70e-44	174
TRINITY_DN583_c0_g1_i5.p1	4.42e-154	465
TRINITY_DN2169_c0_g2_i2.p1	7.73e-181	531
TRINITY_DN4712_c0_g1_i4.p1	3.38e-134	410
TRINITY_DN372_c0_g2_i12.p1	9.35e-60	208
TRINITY_DN935_c0_g1_i3.p1	1.66e-123	377
TRINITY_DN261_c2_g1_i2.p1	2.10e-107	340
TRINITY_DN1783_c0_g2_i1.p1	1.32e-150	447
TRINITY_DN2544_c0_g1_i1.p1	2.42e-129	395
TRINITY_DN82683_c0_g3_i1.p1	2.75e-183	530
TRINITY_DN629_c2_g1_i1.p1	6.87e-138	418
TRINITY_DN2223_c0_g1_i2.p1	1.89e-143	427
TRINITY_DN129_c0_g1_i2.p2	6.03e-194	556
TRINITY_DN1143_c0_g1_i13.p1	3.15e-95	306
TRINITY_DN3501_c1_g1_i5.p1	2.89e-94	293
TRINITY_DN22278_c0_g1_i10.p1	1.16e-171	496
TRINITY_DN2969_c0_g1_i4.p2	5.04e-188	556
TRINITY_DN2675_c0_g1_i3.p1	4.38e-82	273
TRINITY_DN58324_c0_g1_i1.p1	3.36e-52	190
TRINITY_DN1070_c2_g1_i1.p1	4.83e-102	318
TRINITY_DN4163_c0_g1_i4.p1	2.66e-114	353
TRINITY_DN5050_c0_g1_i6.p2	1.88e-132	394
TRINITY_DN182_c2_g1_i1.p2	7.58e-155	449
TRINITY_DN61669_c0_g1_i1.p1	5.82e-12	72.8
TRINITY_DN1875_c1_g1_i4.p1	2.10e-43	158
TRINITY_DN1871_c1_g1_i2.p1	1.61e-137	411
TRINITY_DN362_c0_g1_i10.p2	5.47e-31	129
TRINITY_DN22443_c0_g2_i1.p1	1.47e-170	488
TRINITY_DN1742_c0_g3_i1.p1	8.53e-30	125
TRINITY_DN806_c0_g1_i1.p2	2.42e-143	437
TRINITY_DN751_c1_g1_i1.p1	1.57e-80	254
TRINITY_DN669_c0_g1_i2.p1	1.85e-94	297
TRINITY_DN4729_c0_g1_i5.p1	8.01e-71	237
TRINITY_DN1396_c0_g1_i18.p1	1.46e-78	255
TRINITY_DN1954_c0_g1_i5.p1	8.54e-73	234
TRINITY_DN2691_c0_g2_i3.p1	2.49e-58	204
TRINITY_DN1153_c0_g3_i2.p1	7.20e-73	237
TRINITY_DN64951_c0_g1_i8.p1	6.63e-34	133
TRINITY_DN2102_c0_g1_i5.p2	3.56e-58	204
TRINITY_DN1976_c0_g1_i12.p5	3.35e-36	135
TRINITY_DN898_c0_g1_i1.p1	1.24e-14	78.2
TRINITY_DN1703_c0_g1_i13.p2	4.58e-63	217
TRINITY_DN1153_c0_g1_i12.p2	8.57e-52	182
TRINITY_DN15235_c0_g1_i1.p1	3.13e-84	261
TRINITY_DN4638_c0_g1_i8.p2	2.61e-68	222
TRINITY_DN3433_c0_g1_i2.p3	7.97e-49	172
TRINITY_DN27939_c0_g5_i1.p1	1.72e-72	227
TRINITY_DN261_c0_g1_i15.p4	1.78e-79	256
TRINITY_DN3616_c0_g2_i1.p2	7.77e-23	99.0
TRINITY_DN27939_c0_g3_i1.p1	3.34e-59	191
TRINITY_DN379_c0_g1_i1.p2	1.26e-74	232
TRINITY_DN16160_c0_g1_i1.p1	1.49e-19	89.0
TRINITY_DN234_c2_g1_i1.p1	3.31e-54	187
TRINITY_DN51691_c0_g1_i3.p3	5.82e-75	241
TRINITY_DN34116_c0_g1_i4.p1	1.60e-10	64.3
TRINITY_DN5050_c0_g2_i1.p2	3.57e-54	188
TRINITY_DN660_c0_g1_i1.p1	1.51e-08	58.2
TRINITY_DN1049_c1_g1_i1.p1	7.29e-07	53.1
TRINITY_DN26292_c0_g2_i1.p1	2.09e-10	63.5
TRINITY_DN2512_c0_g2_i2.p3	1.98e-13	72.0
TRINITY_DN1820_c1_g1_i1.p1	2.23e-37	135
TRINITY_DN3616_c0_g4_i1.p2	7.85e-17	80.9
TRINITY_DN83_c0_g2_i1.p3	1.71e-10	62.0
TRINITY_DN112_c1_g3_i4.p3	1.44e-09	59.3
TRINITY_DN28391_c0_g1_i1.p1	5.44e-34	123
TRINITY_DN125373_c0_g3_i2.p1	4.58e-04	43.1
TRINITY_DN91357_c1_g1_i1.p2	1.77e-38	134
TRINITY_DN83_c0_g1_i10.p11	5.97e-30	117
TRINITY_DN12455_c0_g1_i1.p6	3.68e-24	100
TRINITY_DN1622_c4_g1_i1.p3	5.03e-42	150
TRINITY_DN1170_c1_g1_i1.p4	7.30e-29	109
TRINITY_DN749_c0_g1_i11.p5	2.39e-14	71.6
TRINITY_DN7744_c0_g2_i2__g.23912	6.23e-181	546
TRINITY_DN13592_c0_g1_i1__g.60716	1.02e-74	256
TRINITY_DN5425_c0_g1_i1__g.40156	5.50e-128	397
TRINITY_DN4145_c0_g2_i1__g.10088	9.30e-129	395
TRINITY_DN8890_c0_g1_i2__g.36236	1.77e-129	392
TRINITY_DN14071_c0_g1_i1__g.60845	9.02e-38	153
TRINITY_DN716_c0_g1_i1__g.58183	1.01e-83	274
TRINITY_DN5909_c0_g1_i1__g.64859	7.51e-10	66.6
TRINITY_DN22682_c0_g1_i1__g.67797	1.85e-50	186
TRINITY_DN19966_c0_g1_i1__g.61958	2.85e-123	378
TRINITY_DN8792_c0_g1_i1__g.33803	2.79e-163	476
TRINITY_DN3325_c0_g1_i1__g.27981	2.13e-147	436
TRINITY_DN33888_c0_g1_i1__g.64743	4.25e-111	342
TRINITY_DN8938_c0_g4_i1__g.61008	8.19e-34	139
TRINITY_DN3243_c0_g1_i4__g.66303	1.31e-173	499
TRINITY_DN37218_c0_g1_i1__g.36314	1.44e-129	388
TRINITY_DN2960_c0_g1_i2__g.35977	7.44e-135	416
TRINITY_DN298_c0_g1_i1__g.23052	1.54e-18	92.4
TRINITY_DN3260_c0_g1_i1__g.66213	3.11e-107	326
TRINITY_DN1941_c0_g1_i3__g.19028	7.32e-98	306
TRINITY_DN126_c2_g1_i2__g.46942	2.98e-73	243
TRINITY_DN3723_c0_g1_i3__g.49168	2.30e-71	230
TRINITY_DN1837_c1_g1_i1__g.5196	1.96e-133	393
TRINITY_DN6760_c0_g1_i1__g.49574	7.43e-95	298
TRINITY_DN6232_c1_g2_i4__g.24725	1.86e-27	118
TRINITY_DN507_c0_g1_i2__g.63278	4.04e-67	221
TRINITY_DN5582_c1_g3_i5__g.69730	1.35e-29	122
TRINITY_DN8232_c0_g1_i2__g.56161	3.59e-122	372
TRINITY_DN4692_c0_g1_i2__g.70196	1.21e-74	247
TRINITY_DN8865_c0_g1_i1__g.36253	2.31e-57	190
TRINITY_DN6550_c0_g1_i1__g.55273	2.81e-23	104
TRINITY_DN3248_c1_g1_i2__g.66350	1.67e-55	192
TRINITY_DN4445_c0_g1_i1__g.12099	3.23e-11	68.9
TRINITY_DN3001_c1_g1_i1__g.67382	3.99e-42	155
TRINITY_DN5865_c0_g2_i1__g.60030	1.79e-06	54.3
TRINITY_DN2822_c0_g2_i8__g.54467	2.81e-85	265
TRINITY_DN13615_c0_g1_i1__g.43723	1.28e-70	224
TRINITY_DN5079_c0_g3_i1__g.56417	9.61e-64	207
TRINITY_DN3699_c1_g1_i1__g.53314	5.70e-36	139
TRINITY_DN8117_c0_g1_i1__g.66884	1.30e-69	219
TRINITY_DN1902_c0_g3_i3__g.19165	4.14e-27	106
TRINITY_DN1311_c0_g1_i1__g.7625	2.33e-63	204
TRINITY_DN8539_c0_g1_i1__g.69445	5.62e-45	166
TRINITY_DN303_c0_g2_i3__g.3180	3.52e-38	146
TRINITY_DN1911_c0_g2_i1__g.19186	1.90e-41	150
TRINITY_DN24093_c0_g1_i1__g.38691	4.30e-38	141
TRINITY_DN63_c0_g2_i1__g.14919	1.43e-36	141
TRINITY_DN22685_c0_g5_i1__g.67755	2.45e-35	134
TRINITY_DN18821_c0_g1_i2__g.55333	2.79e-31	125
TRINITY_DN49_c0_g3_i1__g.16714	1.69e-41	144
TRINITY_DN5676_c0_g1_i1__g.24440	3.21e-16	82.0
TRINITY_DN8855_c1_g1_i2__g.36190	5.34e-30	122
TRINITY_DN3902_c0_g2_i1__g.57064	3.92e-35	136
TRINITY_DN7939_c0_g1_i2__g.59595	5.16e-24	104
TRINITY_DN2792_c1_g2_i2__g.39260	6.03e-75	231
TRINITY_DN10154_c0_g1_i1__g.14041	2.45e-56	196
TRINITY_DN5894_c1_g1_i1__g.59934	1.62e-06	51.2
TRINITY_DN12228_c0_g1_i1__g.68744	1.16e-36	140
TRINITY_DN26577_c0_g1_i1__g.26673	1.24e-52	183
TRINITY_DN11631_c0_g3_i1__g.62207	4.87e-61	197
TRINITY_DN8117_c0_g2_i1__g.66885	6.55e-48	162
TRINITY_DN24524_c0_g1_i1__g.14079	3.60e-36	137
TRINITY_DN2802_c0_g1_i1__g.53889	8.95e-43	146
TRINITY_DN2337_c0_g3_i1__g.75067	4.46e-05	47.8
TRINITY_DN362_c0_g4_i1__g.3418	7.78e-05	47.0
TRINITY_DN1265_c2_g1_i3__g.35425	2.18e-11	60.8
TRINITY_DN16889_c0_g2_i3__g.26277	1.32e-27	111
TRINITY_DN14288_c0_g2_i1__g.35492	4.67e-37	137
TRINITY_DN3116_c0_g3_i1__g.27220	1.44e-23	100
TRINITY_DN25291_c0_g1_i1__g.72598	1.09e-16	80.5
TRINITY_DN7998_c0_g1_i1__g.59641	6.76e-40	139
TRINITY_DN16498_c0_g1_i1__g.48816	9.60e-29	114
TRINITY_DN472_c0_g1_i1__g.31413	1.72e-25	102
TRINITY_DN23543_c0_g1_i1__g.48668	1.11e-15	77.0
TRINITY_DN8539_c0_g2_i1__g.69447	1.45e-20	90.9
TRINITY_DN22685_c0_g4_i1__g.67753	3.38e-17	80.9
TRINITY_DN14288_c0_g3_i1__g.35493	2.82e-59	192
TRINITY_DN18821_c0_g2_i1__g.55338	5.82e-32	114
TRINITY_DN37418_c0_g1_i1__g.62372	2.58e-44	149
TRINITY_DN3623_c0_g1_i1__g.53133	1.18e-07	53.1
TRINITY_DN1426_c0_g1_i6__g.50543	9.76e-11	61.6
TRINITY_DN1733_c0_g2_i2__g.73152	2.51e-24	94.7
TRINITY_DN28700_c0_g1_i1__g.24501	1.09e-36	123
TRINITY_DN14288_c0_g4_i1__g.35491	6.40e-28	109
TRINITY_DN8415_c0_g3_i2__g.74673	3.74e-08	53.5
